user_id,rank,product_id,score,product_name,category,brand,price
3,8,6217,0.029562557,Panasonic Gaming Console Classic,Electronics,Panasonic,266.46
3,9,8633,0.029405631,Gucci Hoodie Limited Edition,Clothing,Gucci,257.79
3,10,4744,0.029316716,Reebok Jacket Deluxe,Clothing,Reebok,89.64
4,1,7367,0.035312414,Clinique Lipstick Classic,Beauty & Health,Clinique,295.04
4,2,8633,0.03502543,Gucci Hoodie Limited Edition,Clothing,Gucci,257.79
4,3,3680,0.034400947,Maybelline Serum Limited Edition,Beauty & Health,Maybelline,451.89
4,4,7222,0.034350976,Zara T-Shirt Premium,Clothing,Zara,772.77
4,5,7128,0.034169167,Dell Laptop Limited Edition,Electronics,Dell,777.18
4,6,5457,0.033875864,Maybelline Foundation Limited Edition,Beauty & Health,Maybelline,389.95
4,7,3617,0.033838157,Wilson Backpack Deluxe,Sports & Outdoors,Wilson,393.22
4,8,2211,0.033666946,The Body Shop Serum Deluxe,Beauty & Health,The Body Shop,177.08
4,9,2280,0.033532284,Sony Gaming Console Deluxe,Electronics,Sony,202.99
4,10,8993,0.033516128,Fisher-Price Dollhouse Classic,Toys & Games,Fisher-Price,627.64
5,1,1516,0.032323036,Philips Microwave Classic,Home & Kitchen,Philips,57.53
5,2,3494,0.03209792,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
5,3,6324,0.03140809,Zara Tracksuit Classic,Clothing,Zara,885.15
5,4,5457,0.031340547,Maybelline Foundation Limited Edition,Beauty & Health,Maybelline,389.95
5,5,1673,0.030510165,L'Oréal Conditioner Limited Edition,Beauty & Health,L'Oréal,581.47
5,6,7367,0.030503787,Clinique Lipstick Classic,Beauty & Health,Clinique,295.04
5,7,7541,0.030394064,Fisher-Price Action Figure Limited Edition,Toys & Games,Fisher-Price,68.45
5,8,2126,0.030268041,Data Science from Scratch by Random House,Books,Random House,88.3
5,9,1220,0.030245481,Patagonia Tennis Racket Deluxe,Sports & Outdoors,Patagonia,960.93
5,10,8633,0.030146554,Gucci Hoodie Limited Edition,Clothing,Gucci,257.79
6,1,8574,0.033863727,MAC Serum Classic,Beauty & Health,MAC,738.63
6,2,6481,0.033530172,Nivea Lipstick Limited Edition,Beauty & Health,Nivea,766.08
6,3,885,0.033109188,Nvidia Headphones Premium,Electronics,Nvidia,870.79
6,4,5649,0.03305034,The Pragmatic Programmer by Penguin,Books,Penguin,998.57
6,5,196,0.032909185,Asus Laptop Premium,Electronics,Asus,616.18
6,6,4744,0.03273526,Reebok Jacket Deluxe,Clothing,Reebok,89.64
6,7,4893,0.032499284,Burberry Tracksuit Limited Edition,Clothing,Burberry,278.86
6,8,286,0.032396704,Data Science from Scratch by McGraw-Hill,Books,McGraw-Hill,184.68
6,9,6324,0.03211499,Zara Tracksuit Classic,Clothing,Zara,885.15
6,10,7487,0.032114066,Dell Monitor Premium,Electronics,Dell,833.66
7,1,8993,0.029503511,Fisher-Price Dollhouse Classic,Toys & Games,Fisher-Price,627.64
7,2,8574,0.029019536,MAC Serum Classic,Beauty & Health,MAC,738.63
7,3,4744,0.028947592,Reebok Jacket Deluxe,Clothing,Reebok,89.64
7,4,3406,0.028727455,The Art of Machine Learning by Springer,Books,Springer,348.0
7,5,4830,0.028614491,Michelin Spark Plugs Premium,Automotive,Michelin,423.36
7,6,9116,0.028189873,Olay Foundation Classic,Beauty & Health,Olay,374.92
7,7,840,0.028032793,Maybelline Conditioner Limited Edition,Beauty & Health,Maybelline,81.16
7,8,4406,0.028021565,Intel Monitor Deluxe,Electronics,Intel,684.06
7,9,3610,0.027882436,Hasbro Action Figure Classic,Toys & Games,Hasbro,339.38
7,10,3269,0.027794354,Deep Learning with Python by Oxford Press,Books,Oxford Press,860.27
8,1,3406,0.03477157,The Art of Machine Learning by Springer,Books,Springer,348.0
8,2,6324,0.034740373,Zara Tracksuit Classic,Clothing,Zara,885.15
8,3,5649,0.03462615,The Pragmatic Programmer by Penguin,Books,Penguin,998.57
8,4,8993,0.0344639,Fisher-Price Dollhouse Classic,Toys & Games,Fisher-Price,627.64
8,5,4944,0.033935126,The Pragmatic Programmer by O'Reilly,Books,O'Reilly,407.98
8,6,7128,0.033719186,Dell Laptop Limited Edition,Electronics,Dell,777.18
8,7,97,0.03357591,MAC Conditioner Deluxe,Beauty & Health,MAC,635.78
8,8,6903,0.033503998,Xbox Dollhouse Classic,Toys & Games,Xbox,530.08
8,9,3066,0.033094842,The Pragmatic Programmer by Pearson,Books,Pearson,976.46
8,10,2461,0.032965913,Zara T-Shirt Classic,Clothing,Zara,206.19
9,1,3494,0.028034711,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
9,2,8993,0.027758582,Fisher-Price Dollhouse Classic,Toys & Games,Fisher-Price,627.64
9,3,8574,0.027716536,MAC Serum Classic,Beauty & Health,MAC,738.63
9,4,3253,0.02757809,The Pragmatic Programmer by Scholastic,Books,Scholastic,912.52
9,5,4744,0.027276319,Reebok Jacket Deluxe,Clothing,Reebok,89.64
9,6,5457,0.027196236,Maybelline Foundation Limited Edition,Beauty & Health,Maybelline,389.95
9,7,8633,0.027117318,Gucci Hoodie Limited Edition,Clothing,Gucci,257.79
9,8,1516,0.02702025,Philips Microwave Classic,Home & Kitchen,Philips,57.53
9,9,6324,0.02697393,Zara Tracksuit Classic,Clothing,Zara,885.15
9,10,7444,0.026945435,Introduction to Quantum Computing by Wiley,Books,Wiley,389.23
10,1,3494,0.03325253,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
10,2,8993,0.032896537,Fisher-Price Dollhouse Classic,Toys & Games,Fisher-Price,627.64
10,3,6324,0.031497862,Zara Tracksuit Classic,Clothing,Zara,885.15
10,4,4744,0.031442832,Reebok Jacket Deluxe,Clothing,Reebok,89.64
10,5,1516,0.031387642,Philips Microwave Classic,Home & Kitchen,Philips,57.53
10,6,8574,0.030980956,MAC Serum Classic,Beauty & Health,MAC,738.63
10,7,7128,0.030412365,Dell Laptop Limited Edition,Electronics,Dell,777.18
10,8,7222,0.030343248,Zara T-Shirt Premium,Clothing,Zara,772.77
10,9,3406,0.03024299,The Art of Machine Learning by Springer,Books,Springer,348.0
10,10,177,0.030206066,Prada Sneakers Deluxe,Clothing,Prada,400.83
11,1,7222,0.033259686,Zara T-Shirt Premium,Clothing,Zara,772.77
11,2,8574,0.033116173,MAC Serum Classic,Beauty & Health,MAC,738.63
11,3,5649,0.032854643,The Pragmatic Programmer by Penguin,Books,Penguin,998.57
11,4,171,0.032599285,Bosch Blender Premium,Home & Kitchen,Bosch,113.93
11,5,3494,0.032573037,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
11,6,97,0.032202236,MAC Conditioner Deluxe,Beauty & Health,MAC,635.78
11,7,4944,0.032190446,The Pragmatic Programmer by O'Reilly,Books,O'Reilly,407.98
11,8,9116,0.032146584,Olay Foundation Classic,Beauty & Health,Olay,374.92
11,9,2805,0.032021604,Castrol Motor Oil Deluxe,Automotive,Castrol,553.0
11,10,8919,0.032000035,Garnier Shampoo Premium,Beauty & Health,Garnier,913.69
12,1,2724,0.031575855,Xbox Action Figure Limited Edition,Toys & Games,Xbox,455.75
12,2,3494,0.03105216,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
12,3,7128,0.030749388,Dell Laptop Limited Edition,Electronics,Dell,777.18
12,4,7367,0.03053534,Clinique Lipstick Classic,Beauty & Health,Clinique,295.04
12,5,4744,0.03050825,Reebok Jacket Deluxe,Clothing,Reebok,89.64
12,6,9116,0.030335464,Olay Foundation Classic,Beauty & Health,Olay,374.92
12,7,4642,0.030046266,Castrol Spark Plugs Classic,Automotive,Castrol,890.31
12,8,6324,0.029919233,Zara Tracksuit Classic,Clothing,Zara,885.15
12,9,6344,0.029886715,Burberry Tracksuit Premium,Clothing,Burberry,680.16
12,10,3406,0.029886024,The Art of Machine Learning by Springer,Books,Springer,348.0
13,1,3494,0.033823125,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
13,2,6324,0.03345514,Zara Tracksuit Classic,Clothing,Zara,885.15
13,3,1516,0.03274775,Philips Microwave Classic,Home & Kitchen,Philips,57.53
13,4,3271,0.0325628,Fisher-Price Action Figure Premium,Toys & Games,Fisher-Price,188.74
13,5,8993,0.032355186,Fisher-Price Dollhouse Classic,Toys & Games,Fisher-Price,627.64
13,6,2548,0.032265484,Salomon Tennis Racket Deluxe,Sports & Outdoors,Salomon,675.48
13,7,5457,0.032256357,Maybelline Foundation Limited Edition,Beauty & Health,Maybelline,389.95
13,8,3406,0.032212984,The Art of Machine Learning by Springer,Books,Springer,348.0
13,9,4744,0.032180578,Reebok Jacket Deluxe,Clothing,Reebok,89.64
13,10,6481,0.03211961,Nivea Lipstick Limited Edition,Beauty & Health,Nivea,766.08
14,1,3494,0.030308496,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
14,2,6324,0.02974368,Zara Tracksuit Classic,Clothing,Zara,885.15
14,3,8993,0.029298674,Fisher-Price Dollhouse Classic,Toys & Games,Fisher-Price,627.64
14,4,4744,0.02901846,Reebok Jacket Deluxe,Clothing,Reebok,89.64
14,5,2724,0.02877673,Xbox Action Figure Limited Edition,Toys & Games,Xbox,455.75
14,6,8574,0.028738428,MAC Serum Classic,Beauty & Health,MAC,738.63
14,7,2548,0.028623374,Salomon Tennis Racket Deluxe,Sports & Outdoors,Salomon,675.48
14,8,3406,0.028582828,The Art of Machine Learning by Springer,Books,Springer,348.0
14,9,1516,0.028521528,Philips Microwave Classic,Home & Kitchen,Philips,57.53
14,10,7222,0.02847028,Zara T-Shirt Premium,Clothing,Zara,772.77
15,1,8993,0.033692334,Fisher-Price Dollhouse Classic,Toys & Games,Fisher-Price,627.64
15,2,7222,0.032993842,Zara T-Shirt Premium,Clothing,Zara,772.77
15,3,3494,0.031565387,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
15,4,9116,0.03153212,Olay Foundation Classic,Beauty & Health,Olay,374.92
15,5,3271,0.03153116,Fisher-Price Action Figure Premium,Toys & Games,Fisher-Price,188.74
15,6,2724,0.03084123,Xbox Action Figure Limited Edition,Toys & Games,Xbox,455.75
15,7,1589,0.030562222,Garnier Foundation Limited Edition,Beauty & Health,Garnier,934.22
15,8,8574,0.030468447,MAC Serum Classic,Beauty & Health,MAC,738.63
15,9,4657,0.030288776,Tupperware Air Fryer Limited Edition,Home & Kitchen,Tupperware,582.78
15,10,2805,0.030258706,Castrol Motor Oil Deluxe,Automotive,Castrol,553.0
16,1,3406,0.032740764,The Art of Machine Learning by Springer,Books,Springer,348.0
16,2,7128,0.032177057,Dell Laptop Limited Edition,Electronics,Dell,777.18
16,3,2126,0.03211086,Data Science from Scratch by Random House,Books,Random House,88.3
16,4,6324,0.031635188,Zara Tracksuit Classic,Clothing,Zara,885.15
16,5,8574,0.03152452,MAC Serum Classic,Beauty & Health,MAC,738.63
16,6,2336,0.031283095,Decathlon Hiking Boots Deluxe,Sports & Outdoors,Decathlon,542.25
16,7,286,0.031033944,Data Science from Scratch by McGraw-Hill,Books,McGraw-Hill,184.68
16,8,885,0.031004246,Nvidia Headphones Premium,Electronics,Nvidia,870.79
16,9,6767,0.030761866,Black+Decker Blender Limited Edition,Home & Kitchen,Black+Decker,382.79
16,10,1886,0.030570714,Fisher-Price Puzzle Limited Edition,Toys & Games,Fisher-Price,941.32
17,1,6324,0.03130495,Zara Tracksuit Classic,Clothing,Zara,885.15
17,2,8574,0.030833306,MAC Serum Classic,Beauty & Health,MAC,738.63
17,3,5457,0.030302169,Maybelline Foundation Limited Edition,Beauty & Health,Maybelline,389.95
17,4,4744,0.02973153,Reebok Jacket Deluxe,Clothing,Reebok,89.64
17,5,5494,0.029723143,MAC Lipstick Classic,Beauty & Health,MAC,553.65
17,6,7599,0.029564269,The North Face Running Shoes Deluxe,Sports & Outdoors,The North Face,573.92
17,7,1340,0.029546898,Panasonic Laptop Premium,Electronics,Panasonic,690.3
17,8,9625,0.029368725,Cuisinart Microwave Deluxe,Home & Kitchen,Cuisinart,538.91
17,9,7444,0.029310271,Introduction to Quantum Computing by Wiley,Books,Wiley,389.23
17,10,4872,0.029225266,AMD Smartphone Limited Edition,Electronics,AMD,477.52
18,1,8993,0.031993203,Fisher-Price Dollhouse Classic,Toys & Games,Fisher-Price,627.64
18,2,8574,0.031686127,MAC Serum Classic,Beauty & Health,MAC,738.63
18,3,9116,0.030894605,Olay Foundation Classic,Beauty & Health,Olay,374.92
18,4,3494,0.030313017,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
18,5,7128,0.030190751,Dell Laptop Limited Edition,Electronics,Dell,777.18
18,6,4108,0.029932054,Bosch Blender Limited Edition,Home & Kitchen,Bosch,537.23
18,7,3406,0.029815376,The Art of Machine Learning by Springer,Books,Springer,348.0
18,8,8633,0.029584097,Gucci Hoodie Limited Edition,Clothing,Gucci,257.79
18,9,7739,0.029540075,Yonex Hiking Boots Deluxe,Sports & Outdoors,Yonex,466.02
18,10,1886,0.029478038,Fisher-Price Puzzle Limited Edition,Toys & Games,Fisher-Price,941.32
19,1,9116,0.033885114,Olay Foundation Classic,Beauty & Health,Olay,374.92
19,2,3494,0.033688843,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
19,3,8993,0.033341464,Fisher-Price Dollhouse Classic,Toys & Games,Fisher-Price,627.64
19,4,8574,0.03333146,MAC Serum Classic,Beauty & Health,MAC,738.63
19,5,3406,0.033036683,The Art of Machine Learning by Springer,Books,Springer,348.0
19,6,6324,0.032906197,Zara Tracksuit Classic,Clothing,Zara,885.15
19,7,4744,0.032802228,Reebok Jacket Deluxe,Clothing,Reebok,89.64
19,8,7222,0.032554038,Zara T-Shirt Premium,Clothing,Zara,772.77
19,9,188,0.032514278,Hasbro Board Game Premium,Toys & Games,Hasbro,378.7
19,10,97,0.032223135,MAC Conditioner Deluxe,Beauty & Health,MAC,635.78
20,1,6324,0.033124145,Zara Tracksuit Classic,Clothing,Zara,885.15
20,2,8993,0.032436144,Fisher-Price Dollhouse Classic,Toys & Games,Fisher-Price,627.64
20,3,9116,0.03230394,Olay Foundation Classic,Beauty & Health,Olay,374.92
20,4,8574,0.03215691,MAC Serum Classic,Beauty & Health,MAC,738.63
20,5,3406,0.031880535,The Art of Machine Learning by Springer,Books,Springer,348.0
20,6,3184,0.03177453,HP Gaming Console Classic,Electronics,HP,345.91
20,7,4744,0.03172923,Reebok Jacket Deluxe,Clothing,Reebok,89.64
20,8,5457,0.031347793,Maybelline Foundation Limited Edition,Beauty & Health,Maybelline,389.95
20,9,3494,0.031311825,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
20,10,5649,0.031198854,The Pragmatic Programmer by Penguin,Books,Penguin,998.57
21,1,6324,0.03215135,Zara Tracksuit Classic,Clothing,Zara,885.15
21,2,3406,0.03176495,The Art of Machine Learning by Springer,Books,Springer,348.0
21,3,8993,0.031684432,Fisher-Price Dollhouse Classic,Toys & Games,Fisher-Price,627.64
21,4,4744,0.03146987,Reebok Jacket Deluxe,Clothing,Reebok,89.64
21,5,4748,0.03133108,Maybelline Foundation Deluxe,Beauty & Health,Maybelline,143.74
21,6,7128,0.031290714,Dell Laptop Limited Edition,Electronics,Dell,777.18
21,7,3494,0.030883187,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
21,8,5457,0.030809581,Maybelline Foundation Limited Edition,Beauty & Health,Maybelline,389.95
21,9,7444,0.030714102,Introduction to Quantum Computing by Wiley,Books,Wiley,389.23
21,10,9116,0.030527126,Olay Foundation Classic,Beauty & Health,Olay,374.92
22,1,6324,0.032439362,Zara Tracksuit Classic,Clothing,Zara,885.15
22,2,8574,0.03219529,MAC Serum Classic,Beauty & Health,MAC,738.63
22,3,6481,0.031785127,Nivea Lipstick Limited Edition,Beauty & Health,Nivea,766.08
22,4,5457,0.031113664,Maybelline Foundation Limited Edition,Beauty & Health,Maybelline,389.95
22,5,2126,0.031109653,Data Science from Scratch by Random House,Books,Random House,88.3
22,6,9116,0.030837689,Olay Foundation Classic,Beauty & Health,Olay,374.92
22,7,4744,0.030824624,Reebok Jacket Deluxe,Clothing,Reebok,89.64
22,8,8400,0.030810509,Prada Jeans Classic,Clothing,Prada,410.02
22,9,4998,0.030724833,LEGO Action Figure Deluxe,Toys & Games,LEGO,498.18
22,10,3066,0.030719865,The Pragmatic Programmer by Pearson,Books,Pearson,976.46
23,1,7222,0.03212542,Zara T-Shirt Premium,Clothing,Zara,772.77
23,2,3494,0.03165113,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
23,3,4893,0.03157207,Burberry Tracksuit Limited Edition,Clothing,Burberry,278.86
23,4,4744,0.031290915,Reebok Jacket Deluxe,Clothing,Reebok,89.64
23,5,6481,0.030931795,Nivea Lipstick Limited Edition,Beauty & Health,Nivea,766.08
23,6,6324,0.03064786,Zara Tracksuit Classic,Clothing,Zara,885.15
23,7,4108,0.03061524,Bosch Blender Limited Edition,Home & Kitchen,Bosch,537.23
23,8,196,0.03043155,Asus Laptop Premium,Electronics,Asus,616.18
23,9,5457,0.030361002,Maybelline Foundation Limited Edition,Beauty & Health,Maybelline,389.95
23,10,3406,0.03024269,The Art of Machine Learning by Springer,Books,Springer,348.0
24,1,3494,0.03048224,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
24,2,4744,0.030027622,Reebok Jacket Deluxe,Clothing,Reebok,89.64
24,3,6324,0.029619763,Zara Tracksuit Classic,Clothing,Zara,885.15
24,4,7222,0.029230239,Zara T-Shirt Premium,Clothing,Zara,772.77
24,5,2724,0.029055709,Xbox Action Figure Limited Edition,Toys & Games,Xbox,455.75
24,6,9116,0.028873976,Olay Foundation Classic,Beauty & Health,Olay,374.92
24,7,3184,0.028833963,HP Gaming Console Classic,Electronics,HP,345.91
24,8,6652,0.0287213,Bridgestone Tires Limited Edition,Automotive,Bridgestone,862.01
24,9,4944,0.028716926,The Pragmatic Programmer by O'Reilly,Books,O'Reilly,407.98
24,10,2548,0.028658224,Salomon Tennis Racket Deluxe,Sports & Outdoors,Salomon,675.48
25,1,5457,0.03210841,Maybelline Foundation Limited Edition,Beauty & Health,Maybelline,389.95
25,2,5492,0.031938262,Burberry T-Shirt Limited Edition,Clothing,Burberry,451.82
25,3,8574,0.031592995,MAC Serum Classic,Beauty & Health,MAC,738.63
25,4,7367,0.031535484,Clinique Lipstick Classic,Beauty & Health,Clinique,295.04
25,5,2805,0.031303927,Castrol Motor Oil Deluxe,Automotive,Castrol,553.0
25,6,6324,0.031158626,Zara Tracksuit Classic,Clothing,Zara,885.15
25,7,8633,0.031155063,Gucci Hoodie Limited Edition,Clothing,Gucci,257.79
25,8,4744,0.030947687,Reebok Jacket Deluxe,Clothing,Reebok,89.64
25,9,7599,0.030947017,The North Face Running Shoes Deluxe,Sports & Outdoors,The North Face,573.92
25,10,5494,0.03085145,MAC Lipstick Classic,Beauty & Health,MAC,553.65
26,1,7222,0.030239802,Zara T-Shirt Premium,Clothing,Zara,772.77
26,2,3184,0.02993397,HP Gaming Console Classic,Electronics,HP,345.91
26,3,3494,0.029867504,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
26,4,6324,0.029288733,Zara Tracksuit Classic,Clothing,Zara,885.15
26,5,1516,0.02877455,Philips Microwave Classic,Home & Kitchen,Philips,57.53
26,6,3271,0.028673826,Fisher-Price Action Figure Premium,Toys & Games,Fisher-Price,188.74
26,7,4744,0.028653603,Reebok Jacket Deluxe,Clothing,Reebok,89.64
26,8,2805,0.028311767,Castrol Motor Oil Deluxe,Automotive,Castrol,553.0
26,9,1163,0.028068526,Wilson Running Shoes Deluxe,Sports & Outdoors,Wilson,366.52
26,10,7559,0.028025389,Deep Learning with Python by Scholastic,Books,Scholastic,647.88
27,1,8993,0.034532163,Fisher-Price Dollhouse Classic,Toys & Games,Fisher-Price,627.64
27,2,9116,0.034341402,Olay Foundation Classic,Beauty & Health,Olay,374.92
27,3,8633,0.033714525,Gucci Hoodie Limited Edition,Clothing,Gucci,257.79
27,4,6324,0.033648923,Zara Tracksuit Classic,Clothing,Zara,885.15
27,5,7444,0.033498477,Introduction to Quantum Computing by Wiley,Books,Wiley,389.23
27,6,5457,0.03327358,Maybelline Foundation Limited Edition,Beauty & Health,Maybelline,389.95
27,7,7128,0.03321827,Dell Laptop Limited Edition,Electronics,Dell,777.18
27,8,1516,0.03295552,Philips Microwave Classic,Home & Kitchen,Philips,57.53
27,9,3184,0.032942355,HP Gaming Console Classic,Electronics,HP,345.91
27,10,3494,0.032756984,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
28,1,3494,0.0344164,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
28,2,6324,0.033535335,Zara Tracksuit Classic,Clothing,Zara,885.15
28,3,2880,0.033076208,Under Armour Tracksuit Classic,Clothing,Under Armour,561.64
28,4,5494,0.03303471,MAC Lipstick Classic,Beauty & Health,MAC,553.65
28,5,3406,0.03296765,The Art of Machine Learning by Springer,Books,Springer,348.0
28,6,8919,0.03279815,Garnier Shampoo Premium,Beauty & Health,Garnier,913.69
28,7,4872,0.032641537,AMD Smartphone Limited Edition,Electronics,AMD,477.52
28,8,1807,0.032318234,Clinique Conditioner Premium,Beauty & Health,Clinique,770.26
28,9,445,0.032306395,Hot Wheels Board Game Limited Edition,Toys & Games,Hot Wheels,187.73
28,10,8574,0.032243077,MAC Serum Classic,Beauty & Health,MAC,738.63
29,1,8993,0.034505695,Fisher-Price Dollhouse Classic,Toys & Games,Fisher-Price,627.64
29,2,5457,0.03323505,Maybelline Foundation Limited Edition,Beauty & Health,Maybelline,389.95
29,3,2126,0.033096764,Data Science from Scratch by Random House,Books,Random House,88.3
29,4,4744,0.03302481,Reebok Jacket Deluxe,Clothing,Reebok,89.64
29,5,7222,0.032326736,Zara T-Shirt Premium,Clothing,Zara,772.77
29,6,6324,0.03230378,Zara Tracksuit Classic,Clothing,Zara,885.15
29,7,4108,0.032272357,Bosch Blender Limited Edition,Home & Kitchen,Bosch,537.23
29,8,1841,0.032233384,Apple Monitor Deluxe,Electronics,Apple,24.71
29,9,3494,0.03206921,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
29,10,8574,0.032022033,MAC Serum Classic,Beauty & Health,MAC,738.63
30,1,3494,0.03053091,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
30,2,8633,0.030444456,Gucci Hoodie Limited Edition,Clothing,Gucci,257.79
30,3,8993,0.030304579,Fisher-Price Dollhouse Classic,Toys & Games,Fisher-Price,627.64
30,4,9116,0.029869266,Olay Foundation Classic,Beauty & Health,Olay,374.92
30,5,106,0.029435907,LEGO Action Figure Premium,Toys & Games,LEGO,757.21
30,6,5457,0.029288238,Maybelline Foundation Limited Edition,Beauty & Health,Maybelline,389.95
30,7,4108,0.029280344,Bosch Blender Limited Edition,Home & Kitchen,Bosch,537.23
30,8,6079,0.029058268,The Pragmatic Programmer by Random House,Books,Random House,507.78
30,9,6324,0.028967155,Zara Tracksuit Classic,Clothing,Zara,885.15
30,10,3406,0.028951064,The Art of Machine Learning by Springer,Books,Springer,348.0
31,1,6324,0.03570746,Zara Tracksuit Classic,Clothing,Zara,885.15
31,2,4744,0.03484681,Reebok Jacket Deluxe,Clothing,Reebok,89.64
31,3,8574,0.034668706,MAC Serum Classic,Beauty & Health,MAC,738.63
31,4,3184,0.034124654,HP Gaming Console Classic,Electronics,HP,345.91
31,5,5494,0.033864334,MAC Lipstick Classic,Beauty & Health,MAC,553.65
31,6,3494,0.033686373,Patagonia Backpack Premium,Sports & Outdoors,Patagonia,56.55
31,7,8993,0.033631906,Fisher-Price Dollhouse Classic,Toys & Games,Fisher-Price,627.64
31,8,3066,0.033545103,The Pragmatic Programmer by Pearson,Books,Pearson,976.46
31,9,4944,0.03351059,The Pragmatic Programmer by O'Reilly,Books,O'Reilly,407.98
31,10,3406,0.033131354,The Art of Machine Learning by Springer,Books,Springer,348.0
32,1,2548,0.031328764,Salomon Tennis Racket Deluxe,Sports & Outdoors,Salomon,675.48
32,2,4744,0.030910794,Reebok Jacket Deluxe,Clothing,Reebok,89.64
32,3,3406,0.030582834,The Art of Machine Learning by Springer,Books,Springer,348.0
32,4,4893,0.030421838,Burberry Tracksuit Limited Edition,Clothing,Burberry,278.86
32,5,6324,0.030230891,Zara Tracksuit Classic,Clothing,Zara,885.15
32,6,8574,0.030160423,MAC Serum Classic,Beauty & Health,MAC,738.63
32,7,3066,0.030136136,The Pragmatic Programmer by Pearson,Books,Pearson,976.46
32,8,7222,0.03011271,Zara T-Shirt Premium,Clothing,Zara,772.77
32,9,6437,0.029975865,Burberry Jeans Deluxe,Clothing,Burberry,615.13
32,10,5492,0.029552683,Burberry T-Shirt Limited Edition,Clothing,Burberry,451.82
33,1,6324,0.032478258,Zara Tracksuit Classic,Clothing,Zara,885.15
33,2,8574,0.032385062,MAC Serum Classic,Beauty & Health,MAC,738.63
33,3,3946,0.03203701,Under Armour Tracksuit Limited Edition,Clothing,Under Armour,18.18
33,4,2126,0.03179179,Data Science from Scratch by Random House,Books,Random House,88.3
33,5,6481,0.031746045,Nivea Lipstick Limited Edition,Beauty & Health,Nivea,766.08
33,6,1841,0.031695645,Apple Monitor Deluxe,Electronics,Apple,24.71
33,7,3066,0.031183545,The Pragmatic Programmer by Pearson,Books,Pearson,976.46
